ID	Super_Kingdom	Group	GC_Content	Gram_Stain	Shape	Arrangment	Endospores	Motility	Salinity	Oxygen_Req	Habitat	Temp._range	Pathogenic_in	Disease
50759	Bacteria	Firmicutes												
62883	Bacteria	Firmicutes												
39237	Bacteria	Firmicutes	32.7	+	Coccus		No	No		Facultative		Mesophilic		
39525	Bacteria	Firmicutes	32.7	+	Coccus		No	No		Facultative		Mesophilic		
34899	Bacteria	Firmicutes	32.8	+	Coccus		No	No						
39239	Bacteria	Firmicutes	32.8	+	Coccus		No	No		Facultative		Mesophilic		
31533	Bacteria	Firmicutes	32.8	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic		
40705	Bacteria	Firmicutes	32.6											
47281	Bacteria	Firmicutes												
47283	Bacteria	Firmicutes												
265	Bacteria	Firmicutes	32.8	+	Coccus	Pairs,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Toxic-shock_syndrome_and_staphylococcal_scarlet_fever
62885	Bacteria	Firmicutes												
266	Bacteria	Firmicutes	32.8	+	Coccus	Pairs,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Toxic-shock_syndrome_and_staphylococcal_scarlet_fever
306	Bacteria	Firmicutes	32.8	+	Coccus	Pairs,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Toxic-shock_syndrome_and_staphylococcal_scarlet_fever
18509	Bacteria	Firmicutes	32.9	+	Coccus	Pairs,Clusters	No	No	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Variety_of_infections
263	Bacteria	Firmicutes	32.8	+	Coccus	Pairs,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Toxic-shock_syndrome_and_staphylococcal_scarlet_fever
33445	Bacteria	Firmicutes	32.9	+	Coccus		No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia
264	Bacteria	Firmicutes	32.8	+	Coccus	Pairs,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Toxic-shock_syndrome_and_staphylococcal_scarlet_fever
237	Bacteria	Firmicutes	32.9	+	Coccus	Pairs,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Toxic-shock_syndrome_and_staphylococcal_scarlet_fever
29427	Bacteria	Firmicutes	32.9											
31541	Bacteria	Firmicutes	33.0	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic	Human	Pneumonia,Septicemia
31539	Bacteria	Firmicutes	32.7	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic	Human	Pneumonia,Septicemia
31543	Bacteria	Firmicutes	32.8	+	Rod	Singles,Clusters	No	No		Facultative		Mesophilic	Human	Pneumonia,Septicemia
36647	Bacteria	Firmicutes	32.8											
40073	Bacteria	Firmicutes		+	Coccus		No	No		Facultative	Host-associated	Mesophilic		
16313	Bacteria	Firmicutes	32.7	+	Coccus	Pairs,Clusters	No	No	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia
19489	Bacteria	Firmicutes	32.7	+	Coccus	Singles,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia
19921	Bacteria	Firmicutes	32.9	+	Coccus	Pairs,Clusters	No	No		Facultative	Host-associated	Mesophilic		
39241	Bacteria	Firmicutes	32.7	+	Coccus		No	No		Facultative		Mesophilic		
39571	Bacteria	Firmicutes		+	Coccus		No	No			Host-associated	Mesophilic		
40253	Bacteria	Firmicutes		+	Coccus	Singles,Clusters	No	No		Facultative	Host-associated	Mesophilic		
39243	Bacteria	Firmicutes	32.7	+	Coccus		No	No		Facultative		Mesophilic		
28687	Bacteria	Firmicutes	32.8	+	Coccus	Singles,Clusters	No	No		Facultative	Host-associated	Mesophilic		Toxic-shock_syndrome_and_staphylococcal_scarlet_fever
50787	Bacteria	Firmicutes												
29567	Bacteria	Firmicutes	32.7	+	Coccus	Singles,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia
29569	Bacteria	Firmicutes	32.7	+	Coccus	Singles,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia
18801	Bacteria	Firmicutes	32.9	+	Coccus	Pairs,Clusters	No	No					Human,Animal	Skin_infections,pneumonia,endocarditis
31013	Bacteria	Firmicutes	32.8	+	Coccus	Singles,Clusters	No	No		Facultative	Host-associated	Mesophilic		
38749	Bacteria	Firmicutes		+	Coccus	Singles,Clusters	No	No		Facultative	Host-associated	Mesophilic		
34811	Bacteria	Firmicutes	34.6			Singles,Clusters	No	No		Facultative		Mesophilic		
64683	Bacteria	Firmicutes												
53353	Bacteria	Firmicutes												
279	Bacteria	Firmicutes	32.0	+	Coccus	Clusters,Pairs	No	No		Facultative	Host-associated	Mesophilic	Human	Toxic-shock_syndrome_and_staphylococcal_scarlet_fever
31545	Bacteria	Firmicutes	31.9	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic		
48603	Bacteria	Firmicutes												
34647	Bacteria	Firmicutes	33.5	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic		
34643	Bacteria	Firmicutes	32.1	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic		
62395	Bacteria	Firmicutes												
62391	Bacteria	Firmicutes												
62389	Bacteria	Firmicutes												
62387	Bacteria	Firmicutes												
62385	Bacteria	Firmicutes												
62383	Bacteria	Firmicutes												
62381	Bacteria	Firmicutes												
62379	Bacteria	Firmicutes												
62375	Bacteria	Firmicutes												
62373	Bacteria	Firmicutes												
62371	Bacteria	Firmicutes												
62377	Bacteria	Firmicutes												
62369	Bacteria	Firmicutes												
62365	Bacteria	Firmicutes												
62363	Bacteria	Firmicutes												
62361	Bacteria	Firmicutes												
62359	Bacteria	Firmicutes												
62357	Bacteria	Firmicutes												
62355	Bacteria	Firmicutes												
62353	Bacteria	Firmicutes												
62351	Bacteria	Firmicutes												
62349	Bacteria	Firmicutes												
62347	Bacteria	Firmicutes												
62345	Bacteria	Firmicutes												
64	Bacteria	Firmicutes	32.1	+	Coccus	Clusters,Pairs	No	No		Facultative	Host-associated	Mesophilic	Human	Toxic-shock_syndrome_and_staphylococcal_scarlet_fever
34077	Bacteria	Firmicutes	32.2	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic	Human	Pneumonia,Septicemia
53705	Bacteria	Firmicutes												
53711	Bacteria	Firmicutes												
53713	Bacteria	Firmicutes												
53715	Bacteria	Firmicutes												
53717	Bacteria	Firmicutes												
53719	Bacteria	Firmicutes												
53721	Bacteria	Firmicutes												
53723	Bacteria	Firmicutes												
53725	Bacteria	Firmicutes												
53727	Bacteria	Firmicutes												
53729	Bacteria	Firmicutes												
53731	Bacteria	Firmicutes												
53733	Bacteria	Firmicutes												
53735	Bacteria	Firmicutes												
53737	Bacteria	Firmicutes												
53739	Bacteria	Firmicutes												
53741	Bacteria	Firmicutes												
53743	Bacteria	Firmicutes												
53745	Bacteria	Firmicutes												
53747	Bacteria	Firmicutes												
53749	Bacteria	Firmicutes												
53751	Bacteria	Firmicutes												
53753	Bacteria	Firmicutes												
53755	Bacteria	Firmicutes												
53757	Bacteria	Firmicutes												
53759	Bacteria	Firmicutes												
53761	Bacteria	Firmicutes												
53763	Bacteria	Firmicutes												
53765	Bacteria	Firmicutes												
53767	Bacteria	Firmicutes												
53769	Bacteria	Firmicutes												
53771	Bacteria	Firmicutes												
53773	Bacteria	Firmicutes												
53775	Bacteria	Firmicutes												
53777	Bacteria	Firmicutes												
34655	Bacteria	Firmicutes	31.9	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic		
12508	Bacteria	Firmicutes	32.8	+	Coccus	Pairs,Clusters	No	No		Facultative	Host-associated	Mesophilic	Human	Wide_range_of_opportunistic_infections
34087	Bacteria	Firmicutes	31.3	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic		
38759	Bacteria	Firmicutes		+	Coccus	Singles,Clusters	No	No		Facultative	Host-associated	Mesophilic		
52127	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
42395	Bacteria	Firmicutes	33.9	+	Cocci	Singles,Pairs,Clusters,Chains	No	No		Aerobic	Host-associated	Mesophilic		
34653	Bacteria	Firmicutes		+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic		
53779	Bacteria	Firmicutes												
53781	Bacteria	Firmicutes												
53783	Bacteria	Firmicutes												
52129	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
62991	Bacteria	Firmicutes												
61283	Bacteria	Firmicutes												
15596	Bacteria	Firmicutes	33.2	+	Coccus		No	No		Aerobic	Host-associated	Mesophilic	Human	Urinary_tract_infections
51867	Bacteria	Firmicutes												
59589	Bacteria	Firmicutes												
52131	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
34083	Bacteria	Firmicutes	32.8	+	Coccus	Singles,Clusters	No	No		Facultative		Mesophilic		
62205	Bacteria	Firmicutes												
15714	Bacteria	Firmicutes		+	Coccus	Clusters	No	No		Aerobic	Multiple	Mesophilic	Human	Opportunistic_infections
33683	Archaea	Crenarchaeota	36.9		Coccus	Aggregates			Mesophilic	Anaerobic	Specialized	Hyperthermophilic	No	
17449	Archaea	Crenarchaeota	35.7		Coccus	Aggregates	No	No		Anaerobic	Specialized	Hyperthermophilic	No	
37659	Bacteria	Alphaproteobacteria	67.9											
30351	Bacteria	Gammaproteobacteria	66.3	-	Rod					Aerobic	Multiple	Mesophilic	Human	Blood,respiratory,and_urinary_infections
17107	Bacteria	Gammaproteobacteria	66.3	-	Rod				Non-halophilic	Aerobic	Multiple	Mesophilic		
19369	Bacteria	Gammaproteobacteria	66.4								Aquatic		No	None
52561	Bacteria	Deltaproteobacteria												
15671	Bacteria	Deltaproteobacteria	67.4	-	Rod	Singles,Aggregates	Yes	Yes		Aerobic	Terrestrial	Mesophilic	No	None
62247	Bacteria	Other_Bacteria												
62489	Bacteria	Actinobacteria												
29309	Bacteria	Fusobacteria	26.3	-	Pleomorphic_rod	Filaments	No	No		Microaerophilic	Host-associated	Mesophilic	Human	Rat_bite_fever
37709	Bacteria	Firmicutes												
63651	Bacteria	Firmicutes												
15605	Bacteria	Firmicutes	36.9	+	Coccus	Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia,and_meningitis
63603	Bacteria	Firmicutes												
330	Bacteria	Firmicutes	35.6	+	Coccus	Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia,and_meningitis
15606	Bacteria	Firmicutes	35.3	+	Coccus	Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia,and_meningitis
326	Bacteria	Firmicutes	35.6	+	Coccus	Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia,and_meningitis
53057	Bacteria	Firmicutes												
15607	Bacteria	Firmicutes	35.6	+	Coccus	Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia,and_meningitis
15609	Bacteria	Firmicutes	35.5	+	Coccus	Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia,and_meningitis
46683	Bacteria	Firmicutes		+	Coccus	Pairs,Chains	No	No		Facultative		Mesophilic	Human,Animal	Meningitis,Pneumonia,Septicemia
15608	Bacteria	Firmicutes	35.6	+	Coccus	Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Septicemia,pneumonia,and_meningitis
334	Bacteria	Firmicutes	35.6	+	Coccus	Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Neonatal_GBS_meningitis
63601	Bacteria	Firmicutes												
33547	Bacteria	Firmicutes		+	Coccus		No	No		Facultative	Multiple	Mesophilic	Human,Animal	Abscess,mastitis,meningitis
46427	Bacteria	Firmicutes		+	Coccus					Anaerobic	Host-associated	Mesophilic		
50423	Bacteria	Firmicutes												
50425	Bacteria	Firmicutes												
50147	Bacteria	Firmicutes												
43129	Bacteria	Firmicutes		+	Coccus					Anaerobic	Host-associated	Mesophilic		
64677	Bacteria	Firmicutes												
53201	Bacteria	Firmicutes												
50519	Bacteria	Firmicutes												
21075	Bacteria	Firmicutes		+	Coccus	Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Animal,Human	Mastitis,toxic_shock,and_necrotizing_faciitis
50421	Bacteria	Firmicutes												
42135	Bacteria	Firmicutes		+	Coccus	Short_chains	No	No				Mesophilic		
50419	Bacteria	Firmicutes												
51461	Bacteria	Firmicutes												
53203	Bacteria	Firmicutes												
53567	Bacteria	Firmicutes												
48549	Bacteria	Firmicutes		+	Coccus					Anaerobic		Mesophilic		
39781	Bacteria	Firmicutes		+	Coccus		No	No		Facultative		Mesophilic	Bovine	mastitis
48119	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Facultative	Host-associated	Mesophilic	Human,Swine	Endocarditis._septicemia,meningitis
19975	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Facultative	Host-associated	Mesophilic	Human,Swine	Endocarditis._septicemia,meningitis
39783	Bacteria	Firmicutes		+	Coccus		No	No		Facultative	Host-associated	Mesophilic	Bovine	mastitis
27849	Bacteria	Firmicutes	39.6	+	Coccus	Singles,Chains	No	No			Host-associated	Mesophilic	Human	Endocarditis._septicemia,meningitis
42151	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Facultative		Mesophilic		
34711	Bacteria	Firmicutes												
64681	Bacteria	Firmicutes												
30765	Bacteria	Firmicutes	41.3	+	Coccus	Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Equine	Strangles
30767	Bacteria	Firmicutes	41.5	+	Coccus	Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Animals,Human	Inflammatory_Airway_Disease,Opportunistic_infections
40565	Bacteria	Firmicutes												
30781	Bacteria	Firmicutes	41.8	+	Coccus	Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Animals,Human	Opportunistic_infections
40563	Bacteria	Firmicutes												
52999	Bacteria	Firmicutes												
34729	Bacteria	Firmicutes	37.6	+	Coccus	Pairs,Chains	No	No		Facultative		Mesophilic		
62517	Bacteria	Firmicutes												
63179	Bacteria	Firmicutes												
30645	Bacteria	Firmicutes		+	Coccus	Chains	No	No		Facultative	Multiple	Mesophilic	Human	Endocarditis._septicemia,meningitis
66	Bacteria	Firmicutes	40.5	+	Coccus	Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Caries_and_periodontal_diseases
48555	Bacteria	Firmicutes		+	Coccus	Pairs,Short_chains				Anaerobic		Mesophilic		
20527	Bacteria	Firmicutes	37.6	+	Coccus	Singles,Pairs	No	No		Facultative	Host-associated	Mesophilic	No	
53205	Bacteria	Firmicutes												
50779	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Facultative		Mesophilic		
64693	Bacteria	Firmicutes												
16831	Bacteria	Firmicutes		+	Coccus	Chains	No	No		Facultative	Host-associated	Mesophilic	Fish,Human	Meningitis,Cellulitis
50415	Bacteria	Firmicutes												
50413	Bacteria	Firmicutes												
49885	Bacteria	Firmicutes												
52089	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
33443	Bacteria	Firmicutes		+	Coccus		No	No						
48553	Bacteria	Firmicutes		+	Coccus	Chains				Anaerobic		Mesophilic		
50515	Bacteria	Firmicutes												
16302	Bacteria	Firmicutes	40.0	+	Coccus	Chains	No	No		Aerobic	Host-associated	Mesophilic	Human	Bacterial_endocarditis
173	Bacteria	Firmicutes	40	+	Coccus	Chains	No	No		Aerobic	Host-associated	Mesophilic	Human	Bacterial_endocarditis
33353	Bacteria	Firmicutes		+	Coccus		No	No		Facultative	Host-associated	Mesophilic	No	
33355	Bacteria	Firmicutes		+	Coccus		No	No		Facultative	Host-associated	Mesophilic	No	
33357	Bacteria	Firmicutes		+	Coccus		No	No		Facultative	Host-associated	Mesophilic	No	
49439	Bacteria	Firmicutes												
64679	Bacteria	Firmicutes												
38711	Bacteria	Firmicutes												
49753	Bacteria	Firmicutes												
49769	Bacteria	Firmicutes												
49777	Bacteria	Firmicutes												
49837	Bacteria	Firmicutes												
49759	Bacteria	Firmicutes												
49773	Bacteria	Firmicutes												
49755	Bacteria	Firmicutes												
49761	Bacteria	Firmicutes												
49839	Bacteria	Firmicutes												
49849	Bacteria	Firmicutes												
49767	Bacteria	Firmicutes												
49775	Bacteria	Firmicutes												
49765	Bacteria	Firmicutes												
49763	Bacteria	Firmicutes												
49771	Bacteria	Firmicutes												
49779	Bacteria	Firmicutes												
49841	Bacteria	Firmicutes												
49757	Bacteria	Firmicutes												
49791	Bacteria	Firmicutes												
49785	Bacteria	Firmicutes												
49843	Bacteria	Firmicutes												
49795	Bacteria	Firmicutes												
49797	Bacteria	Firmicutes												
49865	Bacteria	Firmicutes												
49811	Bacteria	Firmicutes												
49787	Bacteria	Firmicutes												
49813	Bacteria	Firmicutes												
49801	Bacteria	Firmicutes												
49815	Bacteria	Firmicutes												
49803	Bacteria	Firmicutes												
49781	Bacteria	Firmicutes												
49835	Bacteria	Firmicutes												
49805	Bacteria	Firmicutes												
49807	Bacteria	Firmicutes												
49833	Bacteria	Firmicutes												
49809	Bacteria	Firmicutes												
49789	Bacteria	Firmicutes												
28997	Bacteria	Firmicutes		+	Coccus	Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Dental_caries,endocarditis
49817	Bacteria	Firmicutes												
49783	Bacteria	Firmicutes												
49867	Bacteria	Firmicutes												
49863	Bacteria	Firmicutes												
49853	Bacteria	Firmicutes												
49855	Bacteria	Firmicutes												
49859	Bacteria	Firmicutes												
49821	Bacteria	Firmicutes												
49861	Bacteria	Firmicutes												
49823	Bacteria	Firmicutes												
49847	Bacteria	Firmicutes												
49845	Bacteria	Firmicutes												
49825	Bacteria	Firmicutes												
49827	Bacteria	Firmicutes												
49829	Bacteria	Firmicutes												
49799	Bacteria	Firmicutes												
49793	Bacteria	Firmicutes												
49831	Bacteria	Firmicutes												
49851	Bacteria	Firmicutes												
333	Bacteria	Firmicutes	36.8	+	Coccus	Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Dental_caries
49819	Bacteria	Firmicutes												
38733	Bacteria	Firmicutes	41.4	+	Coccus	Pairs,Chains	No	No		Facultative		Mesophilic		
50777	Bacteria	Firmicutes												
60241	Bacteria	Firmicutes												
48315	Bacteria	Firmicutes		+	Coccus		No	No		Anaerobic		Mesophilic		
53003	Bacteria	Firmicutes												
53565	Bacteria	Firmicutes												
61187	Bacteria	Firmicutes												
51457	Bacteria	Firmicutes												
62519	Bacteria	Firmicutes												
53059	Bacteria	Firmicutes												
60105	Bacteria	Firmicutes												
51961	Bacteria	Firmicutes												
64979	Bacteria	Firmicutes												
30405	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Facultative	Multiple	Mesophilic	Yes	Pneumonia
59901	Bacteria	Firmicutes												
59903	Bacteria	Firmicutes												
59921	Bacteria	Firmicutes												
59905	Bacteria	Firmicutes												
59923	Bacteria	Firmicutes												
59907	Bacteria	Firmicutes												
59925	Bacteria	Firmicutes												
59909	Bacteria	Firmicutes												
59927	Bacteria	Firmicutes												
59911	Bacteria	Firmicutes												
59913	Bacteria	Firmicutes												
59929	Bacteria	Firmicutes												
59915	Bacteria	Firmicutes												
59931	Bacteria	Firmicutes												
59933	Bacteria	Firmicutes												
59917	Bacteria	Firmicutes												
59919	Bacteria	Firmicutes												
59935	Bacteria	Firmicutes												
59937	Bacteria	Firmicutes												
59939	Bacteria	Firmicutes												
348	Bacteria	Firmicutes	40	+	Coccus	Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
48945	Bacteria	Firmicutes												
48921	Bacteria	Firmicutes												
48939	Bacteria	Firmicutes												
28523	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Anaerobic	Multiple	Mesophilic	Human	Pneumonia
28525	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
48941	Bacteria	Firmicutes												
48943	Bacteria	Firmicutes												
48929	Bacteria	Firmicutes												
48935	Bacteria	Firmicutes												
48925	Bacteria	Firmicutes												
292	Bacteria	Firmicutes	40	+	Coccus	Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
48917	Bacteria	Firmicutes												
48919	Bacteria	Firmicutes												
48923	Bacteria	Firmicutes												
28043	Bacteria	Firmicutes	39.7	_	Coccus	Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
48931	Bacteria	Firmicutes												
48937	Bacteria	Firmicutes												
48933	Bacteria	Firmicutes												
48927	Bacteria	Firmicutes												
32641	Bacteria	Firmicutes		+	Coccus	Singles,Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Pneumonia
31233	Bacteria	Firmicutes	39.5	+	Coccus	Chains	No	No	Non-halophilic	Facultative	Multiple	Mesophilic		pneumonia,meningitis,and_bacteremia
64981	Bacteria	Firmicutes												
29075	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
33845	Bacteria	Firmicutes		+	Coccus		No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
29067	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
29069	Bacteria	Firmicutes		+	Coccus	Singles,Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
32279	Bacteria	Firmicutes	39.6	+	Coccus	Singles,Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Human	Pneumonia
32767	Bacteria	Firmicutes	39.6	+	Coccus	Singles,Pairs,Chains	No	No		Facultative	Host-associated	Mesophilic	Human	
20545	Bacteria	Firmicutes	40.0	+	Coccus	Pairs,Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia,Meningitis,Bacteremia,Sinusitis,Otitis_media,Conjunctivitis
20777	Bacteria	Firmicutes	39.8	+	Coccus	Chains,Pairs	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia,Meningitis,Bacteremia,Sinusitis,Otitis_media,Conjunctivitis
20775	Bacteria	Firmicutes	39.6	+	Coccus	Chains,Pairs	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia,Meningitis,Bacteremia,Sinusitis,Otitis_media,Conjunctivitis
20543	Bacteria	Firmicutes	39.9	+	Coccus	Pairs,Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia,Meningitis,Bacteremia,Sinusitis,Otitis_media,Conjunctivitis
29179	Bacteria	Firmicutes	39.5	+	Coccus	Singles,Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
16374	Bacteria	Firmicutes	39.7	+	Coccus	Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
48947	Bacteria	Firmicutes												
48949	Bacteria	Firmicutes												
48951	Bacteria	Firmicutes												
48953	Bacteria	Firmicutes												
48955	Bacteria	Firmicutes												
29047	Bacteria	Firmicutes	39.7	+	Coccus		No	No		Facultative	Host-associated	Mesophilic	Human	Pneumonia
48405	Bacteria	Firmicutes												
48407	Bacteria	Firmicutes												
48409	Bacteria	Firmicutes												
48411	Bacteria	Firmicutes												
48649	Bacteria	Firmicutes												
48653	Bacteria	Firmicutes												
48655	Bacteria	Firmicutes												
48657	Bacteria	Firmicutes												
48659	Bacteria	Firmicutes												
48661	Bacteria	Firmicutes												
48663	Bacteria	Firmicutes												
48665	Bacteria	Firmicutes												
48667	Bacteria	Firmicutes												
48669	Bacteria	Firmicutes												
48671	Bacteria	Firmicutes												
48673	Bacteria	Firmicutes												
48675	Bacteria	Firmicutes												
48677	Bacteria	Firmicutes												
48679	Bacteria	Firmicutes												
48681	Bacteria	Firmicutes												
48683	Bacteria	Firmicutes												
48685	Bacteria	Firmicutes												
48687	Bacteria	Firmicutes												
48689	Bacteria	Firmicutes												
48691	Bacteria	Firmicutes												
48693	Bacteria	Firmicutes												
48695	Bacteria	Firmicutes												
48697	Bacteria	Firmicutes												
48699	Bacteria	Firmicutes												
48701	Bacteria	Firmicutes												
48651	Bacteria	Firmicutes												
48703	Bacteria	Firmicutes												
48705	Bacteria	Firmicutes												
48707	Bacteria	Firmicutes												
48709	Bacteria	Firmicutes												
48711	Bacteria	Firmicutes												
48713	Bacteria	Firmicutes												
48715	Bacteria	Firmicutes												
48717	Bacteria	Firmicutes												
48719	Bacteria	Firmicutes												
48721	Bacteria	Firmicutes												
48723	Bacteria	Firmicutes												
48725	Bacteria	Firmicutes												
48727	Bacteria	Firmicutes												
48737	Bacteria	Firmicutes												
48729	Bacteria	Firmicutes												
48731	Bacteria	Firmicutes												
48733	Bacteria	Firmicutes												
48735	Bacteria	Firmicutes												
52475	Bacteria	Firmicutes												
48739	Bacteria	Firmicutes												
48741	Bacteria	Firmicutes												
48743	Bacteria	Firmicutes												
48745	Bacteria	Firmicutes												
48747	Bacteria	Firmicutes												
48749	Bacteria	Firmicutes												
48751	Bacteria	Firmicutes												
48753	Bacteria	Firmicutes												
48755	Bacteria	Firmicutes												
48759	Bacteria	Firmicutes												
48761	Bacteria	Firmicutes												
48763	Bacteria	Firmicutes												
48765	Bacteria	Firmicutes												
48767	Bacteria	Firmicutes												
48769	Bacteria	Firmicutes												
48771	Bacteria	Firmicutes												
48773	Bacteria	Firmicutes												
48775	Bacteria	Firmicutes												
48777	Bacteria	Firmicutes												
48779	Bacteria	Firmicutes												
48781	Bacteria	Firmicutes												
48783	Bacteria	Firmicutes												
48785	Bacteria	Firmicutes												
48787	Bacteria	Firmicutes												
48789	Bacteria	Firmicutes												
48791	Bacteria	Firmicutes												
48793	Bacteria	Firmicutes												
48795	Bacteria	Firmicutes												
48797	Bacteria	Firmicutes												
48799	Bacteria	Firmicutes												
48831	Bacteria	Firmicutes												
48833	Bacteria	Firmicutes												
48835	Bacteria	Firmicutes												
48837	Bacteria	Firmicutes												
48839	Bacteria	Firmicutes												
48841	Bacteria	Firmicutes												
48843	Bacteria	Firmicutes												
48845	Bacteria	Firmicutes												
48847	Bacteria	Firmicutes												
48849	Bacteria	Firmicutes												
48853	Bacteria	Firmicutes												
48855	Bacteria	Firmicutes												
48857	Bacteria	Firmicutes												
48859	Bacteria	Firmicutes												
48861	Bacteria	Firmicutes												
48863	Bacteria	Firmicutes												
48865	Bacteria	Firmicutes												
48913	Bacteria	Firmicutes												
48867	Bacteria	Firmicutes												
48869	Bacteria	Firmicutes												
48871	Bacteria	Firmicutes												
48873	Bacteria	Firmicutes												
48875	Bacteria	Firmicutes												
48877	Bacteria	Firmicutes												
48879	Bacteria	Firmicutes												
48881	Bacteria	Firmicutes												
48883	Bacteria	Firmicutes												
48885	Bacteria	Firmicutes												
48887	Bacteria	Firmicutes												
48889	Bacteria	Firmicutes												
48915	Bacteria	Firmicutes												
48891	Bacteria	Firmicutes												
48893	Bacteria	Firmicutes												
48895	Bacteria	Firmicutes												
48897	Bacteria	Firmicutes												
48899	Bacteria	Firmicutes												
48901	Bacteria	Firmicutes												
48903	Bacteria	Firmicutes												
48905	Bacteria	Firmicutes												
48907	Bacteria	Firmicutes												
48911	Bacteria	Firmicutes												
28035	Bacteria	Firmicutes	39.6	+	Coccus	Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
50735	Bacteria	Firmicutes												
50731	Bacteria	Firmicutes												
28039	Bacteria	Firmicutes	39.7	+	Coccus	Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
20967	Bacteria	Firmicutes	39.9	+	Coccus	Chains	No	No		Facultative	Multiple	Mesophilic	Human	Pneumonia
52961	Bacteria	Firmicutes												
53067	Bacteria	Firmicutes												
64983	Bacteria	Firmicutes												
48961	Bacteria	Firmicutes												
48957	Bacteria	Firmicutes												
48965	Bacteria	Firmicutes												
48959	Bacteria	Firmicutes												
48963	Bacteria	Firmicutes												
48969	Bacteria	Firmicutes												
48967	Bacteria	Firmicutes												
